,Year,Week,Team,TeamName,Opponent,Score,Opp_Score,Result
748,2013,16,LOTH,Girls Are Overrated,MURPH,115.0,67.0,W
749,2013,16,MURPH,called it #PhinFever ,LOTH,67.0,115.0,L
750,2013,17,COLLIN,Get me a Jacket I'm Santa(Ryan),RYAN,112.0,62.0,W
751,2013,17,RYAN,Sigma Sigma Capi,COLLIN,62.0,112.0,L
752,2013,17,HAMM,"Schwee, I Found Emma's Heart",CRAIG,81.0,88.0,L
753,2013,17,CRAIG,NFL Season 2014 - He'll Be Back,HAMM,88.0,81.0,W
754,2013,17,JETT,It needed 2  appearaces,GREG,109.0,136.0,L
755,2013,17,GREG,jett lifting eww eww,JETT,136.0,109.0,W
756,2013,17,LOTH,Girls Are Overrated,FIELER,87.0,100.0,L
757,2013,17,FIELER,OCHO  FRATO,LOTH,100.0,87.0,W
758,2013,17,ERIC,Schwee's Xmas Present,MURPH,68.0,90.0,L
759,2013,17,MURPH,called it #PhinFever ,ERIC,90.0,68.0,W
760,2014,1,CRAIG,Gotta Catch Jamaal,HAMM,117.0,107.0,W
761,2014,1,HAMM,Philadelphia EAGLEEEEES,CRAIG,107.0,117.0,L
762,2014,1,SOUP,Great White Buffalo,LOTH,129.0,75.0,W
763,2014,1,LOTH,Is This The Krusty Krab? ,SOUP,75.0,129.0,L
764,2014,1,CAP,JOE CAPANNARI,FIELER,79.0,70.0,W
765,2014,1,FIELER,Vinegar  Strokes,CAP,70.0,79.0,L
766,2014,1,DUKE,Team Duke,MURPH,95.0,93.0,W
767,2014,1,MURPH,Who is C-Y?,DUKE,93.0,95.0,L
768,2014,1,COLLIN,Chasing  Tail,ERIC,100.0,86.0,W
769,2014,1,ERIC,Cheboygan Stogies,COLLIN,86.0,100.0,L
770,2014,1,RYAN,Silbersurfing  in that pussy,JETT,86.0,95.0,L
771,2014,1,JETT,It needed 2  appearaces,RYAN,95.0,86.0,W
772,2014,2,HAMM,Philadelphia EAGLEEEEES,LOTH,87.0,88.0,L
773,2014,2,LOTH,Is This The Krusty Krab? ,HAMM,88.0,87.0,W
774,2014,2,FIELER,Vinegar  Strokes,CRAIG,120.0,47.0,W
775,2014,2,CRAIG,Gotta Catch Jamaal,FIELER,47.0,120.0,L
776,2014,2,MURPH,Who is C-Y?,SOUP,81.0,99.0,L
777,2014,2,SOUP,Great White Buffalo,MURPH,99.0,81.0,W
778,2014,2,ERIC,Cheboygan Stogies,CAP,114.0,73.0,W
779,2014,2,CAP,JOE CAPANNARI,ERIC,73.0,114.0,L
780,2014,2,JETT,It needed 2  appearaces,DUKE,83.0,76.0,W
781,2014,2,DUKE,Team Duke,JETT,76.0,83.0,L
782,2014,2,RYAN,Silbersurfing  in that pussy,COLLIN,92.0,74.0,W
783,2014,2,COLLIN,Chasing  Tail,RYAN,74.0,92.0,L
784,2014,3,FIELER,Vinegar  Strokes,HAMM,85.0,105.0,L
785,2014,3,HAMM,Philadelphia EAGLEEEEES,FIELER,105.0,85.0,W
786,2014,3,LOTH,Is This The Krusty Krab? ,MURPH,68.0,130.0,L
787,2014,3,MURPH,Who is C-Y?,LOTH,130.0,68.0,W
788,2014,3,CRAIG,Gotta Catch Jamaal,ERIC,85.0,68.0,W
789,2014,3,ERIC,Cheboygan Stogies,CRAIG,68.0,85.0,L
790,2014,3,SOUP,Great White Buffalo,JETT,87.0,78.0,W
791,2014,3,JETT,It needed 2  appearaces,SOUP,78.0,87.0,L
792,2014,3,CAP,JOE CAPANNARI,RYAN,78.0,73.0,W
793,2014,3,RYAN,Silbersurfing  in that pussy,CAP,73.0,78.0,L
794,2014,3,DUKE,Team Duke,COLLIN,72.0,107.0,L
795,2014,3,COLLIN,Chasing  Tail,DUKE,107.0,72.0,W
796,2014,4,HAMM,Philadelphia EAGLEEEEES,MURPH,131.0,66.0,W
797,2014,4,MURPH,Who is C-Y?,HAMM,66.0,131.0,L
798,2014,4,ERIC,Cheboygan Stogies,FIELER,86.0,103.0,L
799,2014,4,FIELER,Vinegar  Strokes,ERIC,103.0,86.0,W
800,2014,4,JETT,It needed 2  appearaces,LOTH,83.0,88.0,L
801,2014,4,LOTH,Is This The Krusty Krab? ,JETT,88.0,83.0,W
802,2014,4,RYAN,Silbersurfing  in that pussy,CRAIG,104.0,107.0,L
803,2014,4,CRAIG,Gotta Catch Jamaal,RYAN,107.0,104.0,W
804,2014,4,COLLIN,Chasing  Tail,SOUP,58.0,123.0,L
805,2014,4,SOUP,Great White Buffalo,COLLIN,123.0,58.0,W
806,2014,4,DUKE,Team Duke,CAP,71.0,111.0,L
807,2014,4,CAP,JOE CAPANNARI,DUKE,111.0,71.0,W
808,2014,5,ERIC,Cheboygan Stogies,HAMM,108.0,76.0,W
809,2014,5,HAMM,Philadelphia EAGLEEEEES,ERIC,76.0,108.0,L
810,2014,5,MURPH,Who is C-Y?,JETT,98.0,64.0,W
811,2014,5,JETT,It needed 2  appearaces,MURPH,64.0,98.0,L
812,2014,5,FIELER,Vinegar  Strokes,RYAN,73.0,101.0,L
813,2014,5,RYAN,Silbersurfing  in that pussy,FIELER,101.0,73.0,W
814,2014,5,LOTH,Is This The Krusty Krab? ,COLLIN,83.0,108.0,L
815,2014,5,COLLIN,Chasing  Tail,LOTH,108.0,83.0,W
816,2014,5,CRAIG,Gotta Catch Jamaal,DUKE,116.0,87.0,W
817,2014,5,DUKE,Team Duke,CRAIG,87.0,116.0,L
818,2014,5,SOUP,Great White Buffalo,CAP,81.0,88.0,L
819,2014,5,CAP,JOE CAPANNARI,SOUP,88.0,81.0,W
820,2014,6,HAMM,Philadelphia EAGLEEEEES,JETT,90.0,84.0,W
821,2014,6,JETT,It needed 2  appearaces,HAMM,84.0,90.0,L
822,2014,6,RYAN,Silbersurfing  in that pussy,ERIC,137.0,101.0,W
823,2014,6,ERIC,Cheboygan Stogies,RYAN,101.0,137.0,L
824,2014,6,COLLIN,Chasing  Tail,MURPH,107.0,104.0,W
825,2014,6,MURPH,Who is C-Y?,COLLIN,104.0,107.0,L
826,2014,6,DUKE,Team Duke,FIELER,84.0,119.0,L
827,2014,6,FIELER,Vinegar  Strokes,DUKE,119.0,84.0,W
828,2014,6,CAP,JOE CAPANNARI,LOTH,54.0,84.0,L
829,2014,6,LOTH,Is This The Krusty Krab? ,CAP,84.0,54.0,W
830,2014,6,SOUP,Great White Buffalo,CRAIG,68.0,97.0,L
831,2014,6,CRAIG,Gotta Catch Jamaal,SOUP,97.0,68.0,W
832,2014,7,RYAN,Silbersurfing  in that pussy,HAMM,74.0,75.0,D
833,2014,7,HAMM,Philadelphia EAGLEEEEES,RYAN,75.0,74.0,D
834,2014,7,JETT,It needed 2  appearaces,COLLIN,63.0,92.0,L
835,2014,7,COLLIN,Chasing  Tail,JETT,92.0,63.0,W
836,2014,7,ERIC,Cheboygan Stogies,DUKE,113.0,85.0,W
837,2014,7,DUKE,Team Duke,ERIC,85.0,113.0,L
838,2014,7,MURPH,Who is C-Y?,CAP,93.0,51.0,W
839,2014,7,CAP,JOE CAPANNARI,MURPH,51.0,93.0,L
840,2014,7,FIELER,Vinegar  Strokes,SOUP,67.0,93.0,L
841,2014,7,SOUP,Great White Buffalo,FIELER,93.0,67.0,W
842,2014,7,LOTH,Is This The Krusty Krab? ,CRAIG,124.0,75.0,W
843,2014,7,CRAIG,Gotta Catch Jamaal,LOTH,75.0,124.0,L
844,2014,8,HAMM,Philadelphia EAGLEEEEES,COLLIN,124.0,88.0,W
845,2014,8,COLLIN,Chasing  Tail,HAMM,88.0,124.0,L
846,2014,8,DUKE,Team Duke,RYAN,51.0,99.0,L
847,2014,8,RYAN,Silbersurfing  in that pussy,DUKE,99.0,51.0,W
848,2014,8,CAP,JOE CAPANNARI,JETT,146.0,65.0,W
849,2014,8,JETT,It needed 2  appearaces,CAP,65.0,146.0,L
850,2014,8,SOUP,Great White Buffalo,ERIC,120.0,109.0,W
851,2014,8,ERIC,Cheboygan Stogies,SOUP,109.0,120.0,L
852,2014,8,CRAIG,Gotta Catch Jamaal,MURPH,114.0,111.0,W
853,2014,8,MURPH,Who is C-Y?,CRAIG,111.0,114.0,L
854,2014,8,LOTH,Is This The Krusty Krab? ,FIELER,81.0,118.0,L
855,2014,8,FIELER,Vinegar  Strokes,LOTH,118.0,81.0,W
856,2014,9,DUKE,Team Duke,HAMM,87.0,84.0,W
857,2014,9,HAMM,Philadelphia EAGLEEEEES,DUKE,84.0,87.0,L
858,2014,9,COLLIN,Chasing  Tail,CAP,73.0,124.0,L
859,2014,9,CAP,JOE CAPANNARI,COLLIN,124.0,73.0,W
860,2014,9,RYAN,Silbersurfing  in that pussy,SOUP,82.0,79.0,W
861,2014,9,SOUP,Great White Buffalo,RYAN,79.0,82.0,L
862,2014,9,JETT,It needed 2  appearaces,CRAIG,41.0,124.0,L
863,2014,9,CRAIG,Gotta Catch Jamaal,JETT,124.0,41.0,W
864,2014,9,ERIC,Cheboygan Stogies,LOTH,110.0,57.0,W
865,2014,9,LOTH,Is This The Krusty Krab? ,ERIC,57.0,110.0,L
866,2014,9,MURPH,Who is C-Y?,FIELER,87.0,111.0,L
867,2014,9,FIELER,Vinegar  Strokes,MURPH,111.0,87.0,W
868,2014,10,HAMM,Philadelphia EAGLEEEEES,CAP,92.0,97.0,L
869,2014,10,CAP,JOE CAPANNARI,HAMM,97.0,92.0,W
870,2014,10,SOUP,Great White Buffalo,DUKE,100.0,72.0,W
871,2014,10,DUKE,Team Duke,SOUP,72.0,100.0,L
872,2014,10,CRAIG,Gotta Catch Jamaal,COLLIN,134.0,115.0,W
873,2014,10,COLLIN,Chasing  Tail,CRAIG,115.0,134.0,L
874,2014,10,LOTH,Is This The Krusty Krab? ,RYAN,81.0,92.0,L
875,2014,10,RYAN,Silbersurfing  in that pussy,LOTH,92.0,81.0,W
876,2014,10,FIELER,Vinegar  Strokes,JETT,127.0,94.0,W
877,2014,10,JETT,It needed 2  appearaces,FIELER,94.0,127.0,L
878,2014,10,MURPH,Who is C-Y?,ERIC,78.0,123.0,L
879,2014,10,ERIC,Cheboygan Stogies,MURPH,123.0,78.0,W
880,2014,11,SOUP,Great White Buffalo,HAMM,77.0,95.0,L
881,2014,11,HAMM,Philadelphia EAGLEEEEES,SOUP,95.0,77.0,W
882,2014,11,CAP,JOE CAPANNARI,CRAIG,86.0,110.0,L
883,2014,11,CRAIG,Gotta Catch Jamaal,CAP,110.0,86.0,W
884,2014,11,DUKE,Team Duke,LOTH,45.0,79.0,L
885,2014,11,LOTH,Is This The Krusty Krab? ,DUKE,79.0,45.0,W
886,2014,11,COLLIN,Chasing  Tail,FIELER,100.0,94.0,W
887,2014,11,FIELER,Vinegar  Strokes,COLLIN,94.0,100.0,L
888,2014,11,RYAN,Silbersurfing  in that pussy,MURPH,66.0,83.0,L
889,2014,11,MURPH,Who is C-Y?,RYAN,83.0,66.0,W
890,2014,11,JETT,It needed 2  appearaces,ERIC,58.0,109.0,L
891,2014,11,ERIC,Cheboygan Stogies,JETT,109.0,58.0,W
892,2014,12,HAMM,Philadelphia EAGLEEEEES,CRAIG,122.0,109.0,W
893,2014,12,CRAIG,Gotta Catch Jamaal,HAMM,109.0,122.0,L
894,2014,12,LOTH,Is This The Krusty Krab? ,SOUP,80.0,79.0,W
895,2014,12,SOUP,Great White Buffalo,LOTH,79.0,80.0,L
896,2014,12,FIELER,Vinegar  Strokes,CAP,93.0,118.0,L
897,2014,12,CAP,JOE CAPANNARI,FIELER,118.0,93.0,W
898,2014,12,MURPH,Who is C-Y?,DUKE,90.0,75.0,W
899,2014,12,DUKE,Team Duke,MURPH,75.0,90.0,L
900,2014,12,ERIC,Cheboygan Stogies,COLLIN,121.0,120.0,D
901,2014,12,COLLIN,Chasing  Tail,ERIC,120.0,121.0,D
902,2014,12,JETT,It needed 2  appearaces,RYAN,35.0,108.0,L
903,2014,12,RYAN,Silbersurfing  in that pussy,JETT,108.0,35.0,W
904,2014,13,LOTH,Is This The Krusty Krab? ,HAMM,84.0,154.0,L
905,2014,13,HAMM,Philadelphia EAGLEEEEES,LOTH,154.0,84.0,W
906,2014,13,CRAIG,Gotta Catch Jamaal,FIELER,109.0,97.0,W
907,2014,13,FIELER,Vinegar  Strokes,CRAIG,97.0,109.0,L
908,2014,13,SOUP,Great White Buffalo,MURPH,80.0,102.0,L
909,2014,13,MURPH,Who is C-Y?,SOUP,102.0,80.0,W
910,2014,13,CAP,JOE CAPANNARI,ERIC,93.0,169.0,L
911,2014,13,ERIC,Cheboygan Stogies,CAP,169.0,93.0,W
912,2014,13,DUKE,Team Duke,JETT,51.0,52.0,D
913,2014,13,JETT,It needed 2  appearaces,DUKE,52.0,51.0,D
914,2014,13,COLLIN,Chasing  Tail,RYAN,43.0,81.0,L
915,2014,13,RYAN,Silbersurfing  in that pussy,COLLIN,81.0,43.0,W
916,2014,14,HAMM,Philadelphia EAGLEEEEES,FIELER,89.0,102.0,L
917,2014,14,FIELER,Vinegar  Strokes,HAMM,102.0,89.0,W
918,2014,14,MURPH,Who is C-Y?,LOTH,69.0,110.0,L
919,2014,14,LOTH,Is This The Krusty Krab? ,MURPH,110.0,69.0,W
920,2014,14,ERIC,Cheboygan Stogies,CRAIG,118.0,138.0,L
921,2014,14,CRAIG,Gotta Catch Jamaal,ERIC,138.0,118.0,W
922,2014,14,JETT,It needed 2  appearaces,SOUP,75.0,94.0,L
923,2014,14,SOUP,Great White Buffalo,JETT,94.0,75.0,W
924,2014,14,RYAN,Silbersurfing  in that pussy,CAP,116.0,111.0,W
925,2014,14,CAP,JOE CAPANNARI,RYAN,111.0,116.0,L
926,2014,14,COLLIN,Chasing  Tail,DUKE,82.0,56.0,W
927,2014,14,DUKE,Team Duke,COLLIN,56.0,82.0,L
928,2014,15,HAMM,Philadelphia EAGLEEEEES,CAP,114.0,107.0,W
929,2014,15,CAP,JOE CAPANNARI,HAMM,107.0,114.0,L
930,2014,15,ERIC,Cheboygan Stogies,SOUP,78.0,103.0,L
931,2014,15,SOUP,Great White Buffalo,ERIC,103.0,78.0,W
932,2014,15,FIELER,Vinegar  Strokes,COLLIN,77.0,137.0,L
933,2014,15,COLLIN,Chasing  Tail,FIELER,137.0,77.0,W
934,2014,15,LOTH,Is This The Krusty Krab? ,MURPH,62.0,42.0,W
935,2014,15,MURPH,Who is C-Y?,LOTH,42.0,62.0,L
936,2014,15,JETT,It needed 2  appearaces,DUKE,62.0,52.0,W
937,2014,15,DUKE,Team Duke,JETT,52.0,62.0,L
938,2014,16,CRAIG,Gotta Catch Jamaal,HAMM,87.0,78.0,W
939,2014,16,HAMM,Philadelphia EAGLEEEEES,CRAIG,78.0,87.0,L
940,2014,16,RYAN,Silbersurfing  in that pussy,SOUP,83.0,94.0,L
941,2014,16,SOUP,Great White Buffalo,RYAN,94.0,83.0,W
942,2014,16,ERIC,Cheboygan Stogies,CAP,91.0,102.0,L
943,2014,16,CAP,JOE CAPANNARI,ERIC,102.0,91.0,W
944,2014,16,COLLIN,Chasing  Tail,LOTH,97.0,122.0,L
945,2014,16,LOTH,Is This The Krusty Krab? ,COLLIN,122.0,97.0,W
946,2014,16,FIELER,Vinegar  Strokes,JETT,41.0,87.0,L
947,2014,16,JETT,It needed 2  appearaces,FIELER,87.0,41.0,W
948,2014,16,MURPH,Who is C-Y?,DUKE,94.0,77.0,W
949,2014,16,DUKE,Team Duke,MURPH,77.0,94.0,L
950,2014,17,CRAIG,Gotta Catch Jamaal,SOUP,79.0,75.0,W
951,2014,17,SOUP,Great White Buffalo,CRAIG,75.0,79.0,L
952,2014,17,RYAN,Silbersurfing  in that pussy,HAMM,84.0,129.0,L
953,2014,17,HAMM,Philadelphia EAGLEEEEES,RYAN,129.0,84.0,W
954,2014,17,ERIC,Cheboygan Stogies,CAP,66.0,94.0,L
955,2014,17,CAP,JOE CAPANNARI,ERIC,94.0,66.0,W
956,2014,17,LOTH,Is This The Krusty Krab? ,JETT,46.0,88.0,L
957,2014,17,JETT,It needed 2  appearaces,LOTH,88.0,46.0,W
958,2014,17,COLLIN,Chasing  Tail,MURPH,110.0,91.0,W
959,2014,17,MURPH,Who is C-Y?,COLLIN,91.0,110.0,L
960,2014,17,FIELER,Vinegar  Strokes,DUKE,49.0,68.0,L
961,2014,17,DUKE,Team Duke,FIELER,68.0,49.0,W
962,2015,1,CRAIG,Super Cam,HAMM,84.0,120.0,L
963,2015,1,HAMM,Green Day Packers,CRAIG,120.0,84.0,W
964,2015,1,RYAN,Cincy Bearcats,CAP,129.0,75.0,W
965,2015,1,CAP,Mental handiCAP,RYAN,75.0,129.0,L
966,2015,1,KYLE,The Double Entandres,MURPH,85.0,73.0,W
967,2015,1,MURPH,Wild Mike's Waitresses,KYLE,73.0,85.0,L
968,2015,1,LOTH,Loaf City Grilled Cheese,FIELER,133.0,91.0,W
969,2015,1,FIELER,Be Careful,LOTH,91.0,133.0,L
970,2015,1,JAMES,The  Van Buren Boys,ERIC,120.0,82.0,W
971,2015,1,ERIC,Ann Arbor Ass-Eaters,JAMES,82.0,120.0,L
972,2015,2,FIELER,Be Careful,CAP,57.0,73.0,L
973,2015,2,CAP,Mental handiCAP,FIELER,73.0,57.0,W
974,2015,2,MURPH,Wild Mike's Waitresses,CRAIG,79.0,94.0,L
975,2015,2,CRAIG,Super Cam,MURPH,94.0,79.0,W
976,2015,2,HAMM,Green Day Packers,RYAN,92.0,90.0,W
977,2015,2,RYAN,Cincy Bearcats,HAMM,90.0,92.0,L
978,2015,2,ERIC,Ann Arbor Ass-Eaters,KYLE,114.0,98.0,W
979,2015,2,KYLE,The Double Entandres,ERIC,98.0,114.0,L
980,2015,2,JAMES,The  Van Buren Boys,LOTH,86.0,103.0,L
981,2015,2,LOTH,Loaf City Grilled Cheese,JAMES,103.0,86.0,W
982,2015,3,MURPH,Wild Mike's Waitresses,FIELER,128.0,62.0,W
983,2015,3,FIELER,Be Careful,MURPH,62.0,128.0,L
984,2015,3,CAP,Mental handiCAP,HAMM,117.0,118.0,D
985,2015,3,HAMM,Green Day Packers,CAP,118.0,117.0,D
986,2015,3,CRAIG,Super Cam,ERIC,95.0,100.0,L
987,2015,3,ERIC,Ann Arbor Ass-Eaters,CRAIG,100.0,95.0,W
988,2015,3,RYAN,Cincy Bearcats,JAMES,138.0,76.0,W
989,2015,3,JAMES,The  Van Buren Boys,RYAN,76.0,138.0,L
990,2015,3,KYLE,The Double Entandres,LOTH,109.0,150.0,L
991,2015,3,LOTH,Loaf City Grilled Cheese,KYLE,150.0,109.0,W
992,2015,4,FIELER,Be Careful,HAMM,109.0,87.0,W
993,2015,4,HAMM,Green Day Packers,FIELER,87.0,109.0,L
994,2015,4,ERIC,Ann Arbor Ass-Eaters,MURPH,71.0,104.0,L
995,2015,4,MURPH,Wild Mike's Waitresses,ERIC,104.0,71.0,W
996,2015,4,JAMES,The  Van Buren Boys,CAP,80.0,88.0,L
997,2015,4,CAP,Mental handiCAP,JAMES,88.0,80.0,W
998,2015,4,LOTH,Loaf City Grilled Cheese,CRAIG,88.0,66.0,W
999,2015,4,CRAIG,Super Cam,LOTH,66.0,88.0,L
1000,2015,4,KYLE,The Double Entandres,RYAN,116.0,57.0,W
1001,2015,4,RYAN,Cincy Bearcats,KYLE,57.0,116.0,L
1002,2015,5,ERIC,Ann Arbor Ass-Eaters,FIELER,75.0,99.0,L
1003,2015,5,FIELER,Be Careful,ERIC,99.0,75.0,W
1004,2015,5,HAMM,Green Day Packers,JAMES,88.0,89.0,L
1005,2015,5,JAMES,The  Van Buren Boys,HAMM,89.0,88.0,W
1006,2015,5,MURPH,Wild Mike's Waitresses,LOTH,103.0,88.0,W
1007,2015,5,LOTH,Loaf City Grilled Cheese,MURPH,88.0,103.0,L
1008,2015,5,CAP,Mental handiCAP,KYLE,119.0,105.0,W
1009,2015,5,KYLE,The Double Entandres,CAP,105.0,119.0,L
1010,2015,5,CRAIG,Super Cam,RYAN,77.0,116.0,L
1011,2015,5,RYAN,Cincy Bearcats,CRAIG,116.0,77.0,W
1012,2015,6,FIELER,Be Careful,JAMES,121.0,93.0,W
1013,2015,6,JAMES,The  Van Buren Boys,FIELER,93.0,121.0,L
1014,2015,6,LOTH,Loaf City Grilled Cheese,ERIC,117.0,84.0,W
1015,2015,6,ERIC,Ann Arbor Ass-Eaters,LOTH,84.0,117.0,L
1016,2015,6,KYLE,The Double Entandres,HAMM,98.0,125.0,L
1017,2015,6,HAMM,Green Day Packers,KYLE,125.0,98.0,W
1018,2015,6,RYAN,Cincy Bearcats,MURPH,98.0,95.0,W
1019,2015,6,MURPH,Wild Mike's Waitresses,RYAN,95.0,98.0,L
1020,2015,6,CRAIG,Super Cam,CAP,86.0,104.0,L
1021,2015,6,CAP,Mental handiCAP,CRAIG,104.0,86.0,W
1022,2015,7,LOTH,Loaf City Grilled Cheese,HAMM,80.0,89.0,L
1023,2015,7,HAMM,Green Day Packers,LOTH,89.0,80.0,W
1024,2015,7,JAMES,The  Van Buren Boys,KYLE,121.0,89.0,W
1025,2015,7,KYLE,The Double Entandres,JAMES,89.0,121.0,L
1026,2015,7,ERIC,Ann Arbor Ass-Eaters,RYAN,102.0,128.0,L
1027,2015,7,RYAN,Cincy Bearcats,ERIC,128.0,102.0,W
1028,2015,7,FIELER,Be Careful,CRAIG,127.0,84.0,W
1029,2015,7,CRAIG,Super Cam,FIELER,84.0,127.0,L
1030,2015,7,MURPH,Wild Mike's Waitresses,CAP,83.0,105.0,L
1031,2015,7,CAP,Mental handiCAP,MURPH,105.0,83.0,W
1032,2015,8,FIELER,Be Careful,KYLE,95.0,82.0,W
1033,2015,8,KYLE,The Double Entandres,FIELER,82.0,95.0,L
1034,2015,8,RYAN,Cincy Bearcats,LOTH,92.0,110.0,L
1035,2015,8,LOTH,Loaf City Grilled Cheese,RYAN,110.0,92.0,W
1036,2015,8,CRAIG,Super Cam,JAMES,76.0,89.0,L
1037,2015,8,JAMES,The  Van Buren Boys,CRAIG,89.0,76.0,W
1038,2015,8,CAP,Mental handiCAP,ERIC,98.0,65.0,W
1039,2015,8,ERIC,Ann Arbor Ass-Eaters,CAP,65.0,98.0,L
1040,2015,8,MURPH,Wild Mike's Waitresses,HAMM,115.0,85.0,W
1041,2015,8,HAMM,Green Day Packers,MURPH,85.0,115.0,L
1042,2015,9,RYAN,Cincy Bearcats,FIELER,80.0,71.0,W
1043,2015,9,FIELER,Be Careful,RYAN,71.0,80.0,L
1044,2015,9,KYLE,The Double Entandres,CRAIG,100.0,107.0,L
1045,2015,9,CRAIG,Super Cam,KYLE,107.0,100.0,W
1046,2015,9,LOTH,Loaf City Grilled Cheese,CAP,105.0,95.0,W
1047,2015,9,CAP,Mental handiCAP,LOTH,95.0,105.0,L
1048,2015,9,JAMES,The  Van Buren Boys,MURPH,180.0,105.0,W
1049,2015,9,MURPH,Wild Mike's Waitresses,JAMES,105.0,180.0,L
1050,2015,9,ERIC,Ann Arbor Ass-Eaters,HAMM,107.0,75.0,W
1051,2015,9,HAMM,Green Day Packers,ERIC,75.0,107.0,L
1052,2015,10,HAMM,Green Day Packers,CRAIG,75.0,78.0,L
1053,2015,10,CRAIG,Super Cam,HAMM,78.0,75.0,W
1054,2015,10,CAP,Mental handiCAP,RYAN,73.0,70.0,W
1055,2015,10,RYAN,Cincy Bearcats,CAP,70.0,73.0,L
1056,2015,10,MURPH,Wild Mike's Waitresses,KYLE,126.0,94.0,W
1057,2015,10,KYLE,The Double Entandres,MURPH,94.0,126.0,L
1058,2015,10,FIELER,Be Careful,LOTH,91.0,89.0,W
1059,2015,10,LOTH,Loaf City Grilled Cheese,FIELER,89.0,91.0,L
1060,2015,10,ERIC,Ann Arbor Ass-Eaters,JAMES,83.0,102.0,L
1061,2015,10,JAMES,The  Van Buren Boys,ERIC,102.0,83.0,W
1062,2015,11,CAP,Mental handiCAP,FIELER,53.0,96.0,L
1063,2015,11,FIELER,Be Careful,CAP,96.0,53.0,W
1064,2015,11,CRAIG,Super Cam,MURPH,112.0,85.0,W
1065,2015,11,MURPH,Wild Mike's Waitresses,CRAIG,85.0,112.0,L
1066,2015,11,RYAN,Cincy Bearcats,HAMM,49.0,80.0,L
1067,2015,11,HAMM,Green Day Packers,RYAN,80.0,49.0,W
1068,2015,11,KYLE,The Double Entandres,ERIC,84.0,53.0,W
1069,2015,11,ERIC,Ann Arbor Ass-Eaters,KYLE,53.0,84.0,L
1070,2015,11,LOTH,Loaf City Grilled Cheese,JAMES,63.0,73.0,L
1071,2015,11,JAMES,The  Van Buren Boys,LOTH,73.0,63.0,W
1072,2015,12,FIELER,Be Careful,MURPH,107.0,108.0,D
1073,2015,12,MURPH,Wild Mike's Waitresses,FIELER,108.0,107.0,D
1074,2015,12,HAMM,Green Day Packers,CAP,94.0,106.0,L
1075,2015,12,CAP,Mental handiCAP,HAMM,106.0,94.0,W
1076,2015,12,ERIC,Ann Arbor Ass-Eaters,CRAIG,66.0,110.0,L
1077,2015,12,CRAIG,Super Cam,ERIC,110.0,66.0,W
1078,2015,12,JAMES,The  Van Buren Boys,RYAN,36.0,84.0,L
1079,2015,12,RYAN,Cincy Bearcats,JAMES,84.0,36.0,W
1080,2015,12,LOTH,Loaf City Grilled Cheese,KYLE,75.0,94.0,L
1081,2015,12,KYLE,The Double Entandres,LOTH,94.0,75.0,W
1082,2015,13,HAMM,Green Day Packers,FIELER,92.0,91.0,W
1083,2015,13,FIELER,Be Careful,HAMM,91.0,92.0,L
1084,2015,13,MURPH,Wild Mike's Waitresses,ERIC,109.0,64.0,W
1085,2015,13,ERIC,Ann Arbor Ass-Eaters,MURPH,64.0,109.0,L
1086,2015,13,CAP,Mental handiCAP,JAMES,115.0,114.0,W
1087,2015,13,JAMES,The  Van Buren Boys,CAP,114.0,115.0,L
1088,2015,13,CRAIG,Super Cam,LOTH,148.0,69.0,W
1089,2015,13,LOTH,Loaf City Grilled Cheese,CRAIG,69.0,148.0,L
1090,2015,13,RYAN,Cincy Bearcats,KYLE,77.0,76.0,D
1091,2015,13,KYLE,The Double Entandres,RYAN,76.0,77.0,D
1092,2015,14,LOTH,Loaf City Grilled Cheese,JAMES,114.0,79.0,W
1093,2015,14,JAMES,The  Van Buren Boys,LOTH,79.0,114.0,L
1094,2015,14,MURPH,Wild Mike's Waitresses,HAMM,84.0,88.0,L
1095,2015,14,HAMM,Green Day Packers,MURPH,88.0,84.0,W
1096,2015,14,FIELER,Be Careful,CRAIG,110.0,104.0,W
1097,2015,14,CRAIG,Super Cam,FIELER,104.0,110.0,L
1098,2015,14,KYLE,The Double Entandres,ERIC,79.0,82.0,L
1099,2015,14,ERIC,Ann Arbor Ass-Eaters,KYLE,82.0,79.0,W
1100,2015,15,CAP,Mental handiCAP,LOTH,93.0,82.0,W
1101,2015,15,LOTH,Loaf City Grilled Cheese,CAP,82.0,93.0,L
1102,2015,15,RYAN,Cincy Bearcats,HAMM,104.0,112.0,L
1103,2015,15,HAMM,Green Day Packers,RYAN,112.0,104.0,W
1104,2015,15,MURPH,Wild Mike's Waitresses,JAMES,104.0,130.0,L
1105,2015,15,JAMES,The  Van Buren Boys,MURPH,130.0,104.0,W
1106,2015,15,FIELER,Be Careful,ERIC,107.0,120.0,L
1107,2015,15,ERIC,Ann Arbor Ass-Eaters,FIELER,120.0,107.0,W
1108,2015,15,CRAIG,Super Cam,KYLE,148.0,105.0,W
1109,2015,15,KYLE,The Double Entandres,CRAIG,105.0,148.0,L
1110,2015,16,CAP,Mental handiCAP,HAMM,71.0,101.0,L
1111,2015,16,HAMM,Green Day Packers,CAP,101.0,71.0,W
1112,2015,16,RYAN,Cincy Bearcats,LOTH,134.0,51.0,W
1113,2015,16,LOTH,Loaf City Grilled Cheese,RYAN,51.0,134.0,L
