,Year,Week,Team,TeamName,Opponent,Score,Opp_Score,Result
1830,2019,12,BISCH,Sons of Bisches,RYAN,105.3,132.2,L
1831,2019,12,RYAN,Westside Murses,BISCH,132.2,105.3,W
1832,2019,12,JAMES,The  Van Buren Boys,DUKE,95.55,106.85,L
1833,2019,12,DUKE,Duke's Full Moons,JAMES,106.85,95.55,W
1834,2019,12,LOTH,Barcode Ponies,MURPH,82.1,122.85,L
1835,2019,12,MURPH,Wild Mike's Waitresses,LOTH,122.85,82.1,W
1836,2019,12,CRAIG,Carolina Rock Lobsters,FIELER,80.25,110.2,L
1837,2019,12,FIELER,Shady Lane Barn Dwellers,CRAIG,110.2,80.25,W
1838,2019,12,COLLIN,Vintage V-necks,ERIC,85.55,107.9,L
1839,2019,12,ERIC,OTR Cougars,COLLIN,107.9,85.55,W
1840,2019,13,BISCH,Sons of Bisches,CAP,108.1,117.3,L
1841,2019,13,CAP,Comeback Story,BISCH,117.3,108.1,W
1842,2019,13,HAMM,Hammerheads  ,JAMES,127.35,96.95,W
1843,2019,13,JAMES,The  Van Buren Boys,HAMM,96.95,127.35,L
1844,2019,13,RYAN,Westside Murses,LOTH,123.0,106.0,W
1845,2019,13,LOTH,Barcode Ponies,RYAN,106.0,123.0,L
1846,2019,13,DUKE,Duke's Full Moons,CRAIG,65.0,106.2,L
1847,2019,13,CRAIG,Carolina Rock Lobsters,DUKE,106.2,65.0,W
1848,2019,13,MURPH,Wild Mike's Waitresses,COLLIN,86.55,82.45,W
1849,2019,13,COLLIN,Vintage V-necks,MURPH,82.45,86.55,L
1850,2019,13,FIELER,Shady Lane Barn Dwellers,ERIC,138.65,106.6,W
1851,2019,13,ERIC,OTR Cougars,FIELER,106.6,138.65,L
1852,2019,14,HAMM,Hammerheads  ,CAP,130.85,110.85,W
1853,2019,14,CAP,Comeback Story,HAMM,110.85,130.85,L
1854,2019,14,BISCH,Sons of Bisches,FIELER,85.25,91.95,L
1855,2019,14,FIELER,Shady Lane Barn Dwellers,BISCH,91.95,85.25,W
1856,2019,14,RYAN,Westside Murses,DUKE,125.0,152.9,L
1857,2019,14,DUKE,Duke's Full Moons,RYAN,152.9,125.0,W
1858,2019,14,MURPH,Wild Mike's Waitresses,ERIC,72.65,112.85,L
1859,2019,14,ERIC,OTR Cougars,MURPH,112.85,72.65,W
1860,2019,14,LOTH,Barcode Ponies,CRAIG,120.05,121.65,L
1861,2019,14,CRAIG,Carolina Rock Lobsters,LOTH,121.65,120.05,W
1862,2019,14,JAMES,The  Van Buren Boys,COLLIN,90.75,99.6,L
1863,2019,14,COLLIN,Vintage V-necks,JAMES,99.6,90.75,W
1864,2019,15,HAMM,Hammerheads  ,FIELER,176.8,106.6,W
1865,2019,15,FIELER,Shady Lane Barn Dwellers,HAMM,106.6,176.8,L
1866,2019,15,DUKE,Duke's Full Moons,ERIC,128.4,89.8,W
1867,2019,15,ERIC,OTR Cougars,DUKE,89.8,128.4,L
1868,2019,15,MURPH,Wild Mike's Waitresses,RYAN,92.75,145.05,L
1869,2019,15,RYAN,Westside Murses,MURPH,145.05,92.75,W
1870,2019,15,BISCH,Sons of Bisches,CAP,95.3,96.95,L
1871,2019,15,CAP,Comeback Story,BISCH,96.95,95.3,W
1872,2019,15,CRAIG,Carolina Rock Lobsters,COLLIN,143.0,81.35,W
1873,2019,15,COLLIN,Vintage V-necks,CRAIG,81.35,143.0,L
1874,2019,15,LOTH,Barcode Ponies,JAMES,74.2,88.0,L
1875,2019,15,JAMES,The  Van Buren Boys,LOTH,88.0,74.2,W
1876,2019,16,HAMM,Hammerheads  ,DUKE,109.0,123.05,L
1877,2019,16,DUKE,Duke's Full Moons,HAMM,123.05,109.0,W
1878,2019,16,FIELER,Shady Lane Barn Dwellers,ERIC,90.25,120.55,L
1879,2019,16,ERIC,OTR Cougars,FIELER,120.55,90.25,W
1880,2019,16,RYAN,Westside Murses,CAP,107.5,137.3,L
1881,2019,16,CAP,Comeback Story,RYAN,137.3,107.5,W
1882,2019,16,MURPH,Wild Mike's Waitresses,BISCH,107.0,80.75,W
1883,2019,16,BISCH,Sons of Bisches,MURPH,80.75,107.0,L
1884,2019,16,CRAIG,Carolina Rock Lobsters,JAMES,125.4,90.25,W
1885,2019,16,JAMES,The  Van Buren Boys,CRAIG,90.25,125.4,L
1886,2019,16,LOTH,Barcode Ponies,COLLIN,101.65,74.0,W
1887,2019,16,COLLIN,Vintage V-necks,LOTH,74.0,101.65,L
1888,2020,1,DUKE,Duke's Full Moons,HAMM,91.0,130.35,L
1889,2020,1,HAMM,Hammerheads  ,DUKE,130.35,91.0,W
1890,2020,1,ERIC,OTR Cougars,CRAIG,113.75,99.8,W
1891,2020,1,CRAIG,Carolina Rock Lobsters,ERIC,99.8,113.75,L
1892,2020,1,JAMES,The  Van Buren Boys,BISCH,101.05,142.8,L
1893,2020,1,BISCH,Sons of Bisches,JAMES,142.8,101.05,W
1894,2020,1,COLLIN,Medical Mysteries,RYAN,109.55,114.0,L
1895,2020,1,RYAN,Westside Murses,COLLIN,114.0,109.55,W
1896,2020,1,LOTH,Barcode Ponies,FIELER,97.9,120.4,L
1897,2020,1,FIELER,Shady Lane Barn Dwellers,LOTH,120.4,97.9,W
1898,2020,1,CAP,ALL I DO IS,MURPH,99.55,129.4,L
1899,2020,1,MURPH,Wild Mike's Waitresses,CAP,129.4,99.55,W
1900,2020,2,HAMM,Hammerheads  ,CRAIG,119.2,139.8,L
1901,2020,2,CRAIG,Carolina Rock Lobsters,HAMM,139.8,119.2,W
1902,2020,2,BISCH,Sons of Bisches,DUKE,143.85,174.5,L
1903,2020,2,DUKE,Duke's Full Moons,BISCH,174.5,143.85,W
1904,2020,2,RYAN,Westside Murses,ERIC,136.85,67.95,W
1905,2020,2,ERIC,OTR Cougars,RYAN,67.95,136.85,L
1906,2020,2,FIELER,Shady Lane Barn Dwellers,JAMES,130.6,113.7,W
1907,2020,2,JAMES,The  Van Buren Boys,FIELER,113.7,130.6,L
1908,2020,2,MURPH,Wild Mike's Waitresses,COLLIN,93.8,116.5,L
1909,2020,2,COLLIN,Medical Mysteries,MURPH,116.5,93.8,W
1910,2020,2,CAP,ALL I DO IS,LOTH,118.15,88.9,W
1911,2020,2,LOTH,Barcode Ponies,CAP,88.9,118.15,L
1912,2020,3,BISCH,Sons of Bisches,HAMM,129.55,122.35,W
1913,2020,3,HAMM,Hammerheads  ,BISCH,122.35,129.55,L
1914,2020,3,CRAIG,Carolina Rock Lobsters,RYAN,122.1,140.0,L
1915,2020,3,RYAN,Westside Murses,CRAIG,140.0,122.1,W
1916,2020,3,DUKE,Duke's Full Moons,FIELER,107.35,88.0,W
1917,2020,3,FIELER,Shady Lane Barn Dwellers,DUKE,88.0,107.35,L
1918,2020,3,ERIC,OTR Cougars,MURPH,156.35,134.8,W
1919,2020,3,MURPH,Wild Mike's Waitresses,ERIC,134.8,156.35,L
1920,2020,3,JAMES,The  Van Buren Boys,CAP,104.55,133.5,L
1921,2020,3,CAP,ALL I DO IS,JAMES,133.5,104.55,W
1922,2020,3,COLLIN,Medical Mysteries,LOTH,99.8,91.75,W
1923,2020,3,LOTH,Barcode Ponies,COLLIN,91.75,99.8,L
1924,2020,4,HAMM,Hammerheads  ,RYAN,117.45,65.15,W
1925,2020,4,RYAN,Westside Murses,HAMM,65.15,117.45,L
1926,2020,4,FIELER,Shady Lane Barn Dwellers,BISCH,125.3,94.7,W
1927,2020,4,BISCH,Sons of Bisches,FIELER,94.7,125.3,L
1928,2020,4,MURPH,Wild Mike's Waitresses,CRAIG,119.2,133.25,L
1929,2020,4,CRAIG,Carolina Rock Lobsters,MURPH,133.25,119.2,W
1930,2020,4,CAP,ALL I DO IS,DUKE,105.3,126.65,L
1931,2020,4,DUKE,Duke's Full Moons,CAP,126.65,105.3,W
1932,2020,4,LOTH,Barcode Ponies,ERIC,100.3,103.15,L
1933,2020,4,ERIC,OTR Cougars,LOTH,103.15,100.3,W
1934,2020,4,COLLIN,Medical Mysteries,JAMES,105.9,151.05,L
1935,2020,4,JAMES,The  Van Buren Boys,COLLIN,151.05,105.9,W
1936,2020,5,FIELER,Shady Lane Barn Dwellers,HAMM,80.3,104.3,L
1937,2020,5,HAMM,Hammerheads  ,FIELER,104.3,80.3,W
1938,2020,5,RYAN,Westside Murses,MURPH,99.1,120.1,L
1939,2020,5,MURPH,Wild Mike's Waitresses,RYAN,120.1,99.1,W
1940,2020,5,BISCH,Sons of Bisches,CAP,104.35,132.95,L
1941,2020,5,CAP,ALL I DO IS,BISCH,132.95,104.35,W
1942,2020,5,CRAIG,Carolina Rock Lobsters,LOTH,117.3,97.95,W
1943,2020,5,LOTH,Barcode Ponies,CRAIG,97.95,117.3,L
1944,2020,5,DUKE,Duke's Full Moons,COLLIN,108.65,114.15,L
1945,2020,5,COLLIN,Medical Mysteries,DUKE,114.15,108.65,W
1946,2020,5,ERIC,OTR Cougars,JAMES,100.65,126.0,L
1947,2020,5,JAMES,The  Van Buren Boys,ERIC,126.0,100.65,W
1948,2020,6,HAMM,Hammerheads  ,MURPH,124.7,79.05,W
1949,2020,6,MURPH,Wild Mike's Waitresses,HAMM,79.05,124.7,L
1950,2020,6,CAP,ALL I DO IS,FIELER,100.35,71.65,W
1951,2020,6,FIELER,Shady Lane Barn Dwellers,CAP,71.65,100.35,L
1952,2020,6,LOTH,Barcode Ponies,RYAN,95.15,146.95,L
1953,2020,6,RYAN,Westside Murses,LOTH,146.95,95.15,W
1954,2020,6,COLLIN,Medical Mysteries,BISCH,93.35,93.9,L
1955,2020,6,BISCH,Sons of Bisches,COLLIN,93.9,93.35,W
1956,2020,6,JAMES,The  Van Buren Boys,CRAIG,116.75,98.4,W
1957,2020,6,CRAIG,Carolina Rock Lobsters,JAMES,98.4,116.75,L
1958,2020,6,ERIC,OTR Cougars,DUKE,140.3,95.55,W
1959,2020,6,DUKE,Duke's Full Moons,ERIC,95.55,140.3,L
1960,2020,7,CAP,ALL I DO IS,HAMM,125.35,161.7,L
1961,2020,7,HAMM,Hammerheads  ,CAP,161.7,125.35,W
1962,2020,7,MURPH,Wild Mike's Waitresses,LOTH,141.65,100.2,W
1963,2020,7,LOTH,Barcode Ponies,MURPH,100.2,141.65,L
1964,2020,7,FIELER,Shady Lane Barn Dwellers,COLLIN,86.2,84.1,W
1965,2020,7,COLLIN,Medical Mysteries,FIELER,84.1,86.2,L
1966,2020,7,RYAN,Westside Murses,JAMES,104.6,104.8,L
1967,2020,7,JAMES,The  Van Buren Boys,RYAN,104.8,104.6,W
1968,2020,7,BISCH,Sons of Bisches,ERIC,84.95,153.75,L
1969,2020,7,ERIC,OTR Cougars,BISCH,153.75,84.95,W
1970,2020,7,CRAIG,Carolina Rock Lobsters,DUKE,125.8,115.45,W
1971,2020,7,DUKE,Duke's Full Moons,CRAIG,115.45,125.8,L
1972,2020,8,HAMM,Hammerheads  ,LOTH,82.7,84.95,L
1973,2020,8,LOTH,Barcode Ponies,HAMM,84.95,82.7,W
1974,2020,8,COLLIN,Medical Mysteries,CAP,123.75,88.95,W
1975,2020,8,CAP,ALL I DO IS,COLLIN,88.95,123.75,L
1976,2020,8,JAMES,The  Van Buren Boys,MURPH,103.0,131.1,L
1977,2020,8,MURPH,Wild Mike's Waitresses,JAMES,131.1,103.0,W
1978,2020,8,ERIC,OTR Cougars,FIELER,98.65,99.3,L
1979,2020,8,FIELER,Shady Lane Barn Dwellers,ERIC,99.3,98.65,W
1980,2020,8,DUKE,Duke's Full Moons,RYAN,95.65,80.05,W
1981,2020,8,RYAN,Westside Murses,DUKE,80.05,95.65,L
1982,2020,8,CRAIG,Carolina Rock Lobsters,BISCH,109.1,106.4,W
1983,2020,8,BISCH,Sons of Bisches,CRAIG,106.4,109.1,L
1984,2020,9,COLLIN,Medical Mysteries,HAMM,98.85,123.9,L
1985,2020,9,HAMM,Hammerheads  ,COLLIN,123.9,98.85,W
1986,2020,9,LOTH,Barcode Ponies,JAMES,91.6,84.8,W
1987,2020,9,JAMES,The  Van Buren Boys,LOTH,84.8,91.6,L
1988,2020,9,CAP,ALL I DO IS,ERIC,112.05,60.35,W
1989,2020,9,ERIC,OTR Cougars,CAP,60.35,112.05,L
1990,2020,9,MURPH,Wild Mike's Waitresses,DUKE,132.1,84.3,W
1991,2020,9,DUKE,Duke's Full Moons,MURPH,84.3,132.1,L
1992,2020,9,FIELER,Shady Lane Barn Dwellers,CRAIG,108.6,147.25,L
1993,2020,9,CRAIG,Carolina Rock Lobsters,FIELER,147.25,108.6,W
1994,2020,9,RYAN,Westside Murses,BISCH,99.0,104.15,L
1995,2020,9,BISCH,Sons of Bisches,RYAN,104.15,99.0,W
1996,2020,10,HAMM,Hammerheads  ,JAMES,110.15,86.85,W
1997,2020,10,JAMES,The  Van Buren Boys,HAMM,86.85,110.15,L
1998,2020,10,ERIC,OTR Cougars,COLLIN,116.45,77.25,W
1999,2020,10,COLLIN,Medical Mysteries,ERIC,77.25,116.45,L
2000,2020,10,DUKE,Duke's Full Moons,LOTH,78.1,120.4,L
2001,2020,10,LOTH,Barcode Ponies,DUKE,120.4,78.1,W
2002,2020,10,CRAIG,Carolina Rock Lobsters,CAP,110.55,92.25,W
2003,2020,10,CAP,ALL I DO IS,CRAIG,92.25,110.55,L
2004,2020,10,BISCH,Sons of Bisches,MURPH,98.0,104.55,L
2005,2020,10,MURPH,Wild Mike's Waitresses,BISCH,104.55,98.0,W
2006,2020,10,RYAN,Westside Murses,FIELER,101.3,89.2,W
2007,2020,10,FIELER,Shady Lane Barn Dwellers,RYAN,89.2,101.3,L
2008,2020,11,ERIC,OTR Cougars,HAMM,121.6,122.6,L
2009,2020,11,HAMM,Hammerheads  ,ERIC,122.6,121.6,W
2010,2020,11,JAMES,The  Van Buren Boys,DUKE,96.6,127.55,L
2011,2020,11,DUKE,Duke's Full Moons,JAMES,127.55,96.6,W
2012,2020,11,COLLIN,Medical Mysteries,CRAIG,125.75,110.85,W
2013,2020,11,CRAIG,Carolina Rock Lobsters,COLLIN,110.85,125.75,L
2014,2020,11,LOTH,Barcode Ponies,BISCH,90.25,127.05,L
2015,2020,11,BISCH,Sons of Bisches,LOTH,127.05,90.25,W
2016,2020,11,CAP,ALL I DO IS,RYAN,111.3,84.7,W
2017,2020,11,RYAN,Westside Murses,CAP,84.7,111.3,L
2018,2020,11,MURPH,Wild Mike's Waitresses,FIELER,151.4,109.35,W
2019,2020,11,FIELER,Shady Lane Barn Dwellers,MURPH,109.35,151.4,L
2020,2020,12,HAMM,Hammerheads  ,DUKE,75.85,77.45,L
2021,2020,12,DUKE,Duke's Full Moons,HAMM,77.45,75.85,W
2022,2020,12,CRAIG,Carolina Rock Lobsters,ERIC,96.6,145.75,L
2023,2020,12,ERIC,OTR Cougars,CRAIG,145.75,96.6,W
2024,2020,12,BISCH,Sons of Bisches,JAMES,95.75,133.4,L
2025,2020,12,JAMES,The  Van Buren Boys,BISCH,133.4,95.75,W
2026,2020,12,RYAN,Westside Murses,COLLIN,115.15,146.25,L
2027,2020,12,COLLIN,Medical Mysteries,RYAN,146.25,115.15,W
2028,2020,12,FIELER,Shady Lane Barn Dwellers,LOTH,81.9,137.0,L
2029,2020,12,LOTH,Barcode Ponies,FIELER,137.0,81.9,W
2030,2020,12,MURPH,Wild Mike's Waitresses,CAP,94.8,114.9,L
2031,2020,12,CAP,ALL I DO IS,MURPH,114.9,94.8,W
2032,2020,13,CRAIG,Carolina Rock Lobsters,HAMM,86.05,127.35,L
2033,2020,13,HAMM,Hammerheads  ,CRAIG,127.35,86.05,W
2034,2020,13,DUKE,Duke's Full Moons,BISCH,117.55,133.15,L
2035,2020,13,BISCH,Sons of Bisches,DUKE,133.15,117.55,W
2036,2020,13,ERIC,OTR Cougars,RYAN,77.55,102.75,L
2037,2020,13,RYAN,Westside Murses,ERIC,102.75,77.55,W
2038,2020,13,JAMES,The  Van Buren Boys,FIELER,150.4,115.45,W
2039,2020,13,FIELER,Shady Lane Barn Dwellers,JAMES,115.45,150.4,L
2040,2020,13,COLLIN,Medical Mysteries,MURPH,100.15,112.95,L
2041,2020,13,MURPH,Wild Mike's Waitresses,COLLIN,112.95,100.15,W
2042,2020,13,LOTH,Barcode Ponies,CAP,84.25,88.75,L
2043,2020,13,CAP,ALL I DO IS,LOTH,88.75,84.25,W
2044,2020,14,HAMM,Hammerheads  ,DUKE,161.75,115.6,W
2045,2020,14,DUKE,Duke's Full Moons,HAMM,115.6,161.75,L
2046,2020,14,CRAIG,Carolina Rock Lobsters,ERIC,84.7,105.7,L
2047,2020,14,ERIC,OTR Cougars,CRAIG,105.7,84.7,W
2048,2020,14,CAP,ALL I DO IS,JAMES,106.75,151.95,L
2049,2020,14,JAMES,The  Van Buren Boys,CAP,151.95,106.75,W
2050,2020,14,MURPH,Wild Mike's Waitresses,BISCH,75.45,109.9,L
2051,2020,14,BISCH,Sons of Bisches,MURPH,109.9,75.45,W
2052,2020,14,COLLIN,Medical Mysteries,RYAN,87.1,111.0,L
2053,2020,14,RYAN,Westside Murses,COLLIN,111.0,87.1,W
2054,2020,14,FIELER,Shady Lane Barn Dwellers,LOTH,99.55,75.6,W
2055,2020,14,LOTH,Barcode Ponies,FIELER,75.6,99.55,L
2056,2020,15,HAMM,Hammerheads  ,ERIC,125.95,94.5,W
2057,2020,15,ERIC,OTR Cougars,HAMM,94.5,125.95,L
2058,2020,15,JAMES,The  Van Buren Boys,BISCH,127.1,101.95,W
2059,2020,15,BISCH,Sons of Bisches,JAMES,101.95,127.1,L
2060,2020,15,MURPH,Wild Mike's Waitresses,CAP,145.6,97.15,W
2061,2020,15,CAP,ALL I DO IS,MURPH,97.15,145.6,L
2062,2020,15,CRAIG,Carolina Rock Lobsters,DUKE,109.8,142.35,L
2063,2020,15,DUKE,Duke's Full Moons,CRAIG,142.35,109.8,W
2064,2020,15,RYAN,Westside Murses,FIELER,143.2,97.9,W
2065,2020,15,FIELER,Shady Lane Barn Dwellers,RYAN,97.9,143.2,L
2066,2020,15,COLLIN,Medical Mysteries,LOTH,135.55,62.05,W
2067,2020,15,LOTH,Barcode Ponies,COLLIN,62.05,135.55,L
2068,2020,16,HAMM,Hammerheads  ,JAMES,148.05,111.9,W
2069,2020,16,JAMES,The  Van Buren Boys,HAMM,111.9,148.05,L
2070,2020,16,ERIC,OTR Cougars,BISCH,130.8,127.5,W
2071,2020,16,BISCH,Sons of Bisches,ERIC,127.5,130.8,L
2072,2020,16,MURPH,Wild Mike's Waitresses,DUKE,122.5,101.35,W
2073,2020,16,DUKE,Duke's Full Moons,MURPH,101.35,122.5,L
2074,2020,16,CAP,ALL I DO IS,CRAIG,91.5,116.85,L
2075,2020,16,CRAIG,Carolina Rock Lobsters,CAP,116.85,91.5,W
2076,2020,16,COLLIN,Medical Mysteries,RYAN,94.05,95.1,L
2077,2020,16,RYAN,Westside Murses,COLLIN,95.1,94.05,W
2078,2020,16,FIELER,Shady Lane Barn Dwellers,LOTH,150.75,95.75,W
2079,2020,16,LOTH,Barcode Ponies,FIELER,95.75,150.75,L
